Type,ID,Name,Subgroup,n,Mean (SE),KW test Padj,Dunn's test Padj (MARD vs MOD),Dunn's test Padj (MARD vs SIDD),Dunn's test Padj (MOD vs SIDD),Dunn's test Padj (MARD vs SIRD),Dunn's test Padj (MOD vs SIRD),Dunn's test Padj (SIDD vs SIRD)
MIR,exRNA000516,hsa-miR-196b-5p,MOD,127,1.61 (0.28),,,,,,,
MIR,exRNA000516,hsa-miR-196b-5p,SIRD,78,1.96 (0.35),,,,,,,
MIR,exRNA000520,hsa-miR-624-5p,SIDD,220,0.8 (0.19),0.78527127535282,1.0,1.0,0.800281846351087,1.0,0.996657396362724,0.690607720610251
MIR,exRNA000520,hsa-miR-624-5p,MARD,248,0.44 (0.17),,,,,,,
MIR,exRNA000520,hsa-miR-624-5p,MOD,127,0.42 (0.24),,,,,,,
MIR,exRNA000520,hsa-miR-624-5p,SIRD,78,0.31 (0.29),,,,,,,
MIR,exRNA000524,hsa-miR-1226-3p,SIDD,220,1.64 (0.2),0.874585311479074,1.0,1.0,0.829394443193323,0.819717457415779,1.0,1.0
MIR,exRNA000524,hsa-miR-1226-3p,MARD,248,1.46 (0.19),,,,,,,
MIR,exRNA000524,hsa-miR-1226-3p,MOD,127,1.53 (0.26),,,,,,,
MIR,exRNA000524,hsa-miR-1226-3p,SIRD,78,1.37 (0.33),,,,,,,
MIR,exRNA000525,hsa-miR-5193,SIDD,220,-0.6 (0.16),0.625063328382794,0.639868359969256,0.643996098145943,0.721122411253711,0.625157293385423,0.996502986940804,0.719835004874648
MIR,exRNA000525,hsa-miR-5193,MARD,248,-0.74 (0.14),,,,,,,
MIR,exRNA000525,hsa-miR-5193,MOD,127,-0.61 (0.19),,,,,,,
MIR,exRNA000525,hsa-miR-5193,SIRD,78,-0.66 (0.27),,,,,,,
MIR,exRNA000529,hsa-miR-1287-5p,SIDD,220,0.48 (0.18),0.973235318379083,1.0,1.0,0.960334138290434,1.0,1.0,1.0
MIR,exRNA000529,hsa-miR-1287-5p,MARD,248,0.51 (0.17),,,,,,,
MIR,exRNA000529,hsa-miR-1287-5p,MOD,127,0.56 (0.24),,,,,,,
MIR,exRNA000529,hsa-miR-1287-5p,SIRD,78,0.48 (0.31),,,,,,,
MIR,exRNA000541,hsa-miR-136-3p,SIDD,220,2.34 (0.22),0.450789718153874,0.836467687940047,0.337353310099457,0.332330298668556,0.930957556807958,1.0,0.314141804173016
MIR,exRNA000541,hsa-miR-136-3p,MARD,248,1.68 (0.21),,,,,,,
MIR,exRNA000541,hsa-miR-136-3p,MOD,127,1.84 (0.29),,,,,,,
MIR,exRNA000541,hsa-miR-136-3p,SIRD,78,1.73 (0.37),,,,,,,
MIR,exRNA000543,hsa-miR-4662a-5p,SIDD,220,1.15 (0.2),0.632833509549796,0.729869738038648,0.872097851425754,0.794506683732778,0.393069316613462,0.541957349435033,0.498362286240242
MIR,exRNA000543,hsa-miR-4662a-5p,MARD,248,1.13 (0.2),,,,,,,
MIR,exRNA000543,hsa-miR-4662a-5p,MOD,127,1.44 (0.27),,,,,,,
MIR,exRNA000543,hsa-miR-4662a-5p,SIRD,78,1.74 (0.33),,,,,,,
MIR,exRNA000548,hsa-miR-539-3p,SIDD,220,-0.1 (0.18),0.64230990740314,0.968610037865052,1.0,0.545448310681754,0.793753058248546,0.64045364457087,0.802254148888246
MIR,exRNA000548,hsa-miR-539-3p,MARD,248,-0.45 (0.16),,,,,,,
MIR,exRNA000548,hsa-miR-539-3p,MOD,127,-0.42 (0.23),,,,,,,
MIR,exRNA000548,hsa-miR-539-3p,SIRD,78,-0.71 (0.27),,,,,,,
MIR,exRNA000550,hsa-miR-656-3p,SIDD,220,1.78 (0.22),0.432393149518876,0.64117101243178,0.168662632283831,0.591085167662419,0.665428741262181,0.872399307435906,0.7341273661169
MIR,exRNA000550,hsa-miR-656-3p,MARD,248,1.1 (0.21),,,,,,,
MIR,exRNA000550,hsa-miR-656-3p,MOD,127,1.46 (0.29),,,,,,,
MIR,exRNA000550,hsa-miR-656-3p,SIRD,78,1.75 (0.37),,,,,,,
MIR,exRNA000553,hsa-miR-27b-5p,SIDD,220,0.41 (0.19),0.957556528741858,1.0,1.0,1.0,1.0,0.956830128505049,0.991699274040359
MIR,exRNA000553,hsa-miR-27b-5p,MARD,248,0.29 (0.18),,,,,,,
MIR,exRNA000553,hsa-miR-27b-5p,MOD,127,0.49 (0.25),,,,,,,
MIR,exRNA000553,hsa-miR-27b-5p,SIRD,78,0.37 (0.33),,,,,,,
MIR,exRNA000556,hsa-miR-6852-5p,SIDD,220,1.46 (0.23),0.984149520874545,0.898479571064845,1.0,1.0,1.0,1.0,1.0
MIR,exRNA000556,hsa-miR-6852-5p,MARD,248,1.33 (0.22),,,,,,,
MIR,exRNA000556,hsa-miR-6852-5p,MOD,127,1.37 (0.32),,,,,,,
MIR,exRNA000556,hsa-miR-6852-5p,SIRD,78,1.33 (0.4),,,,,,,
MIR,exRNA000559,hsa-miR-452-5p,SIDD,220,0.96 (0.19),0.625063328382794,0.991484961304318,0.97416289043589,0.856074105463973,0.396852455835605,0.343642804154126,0.429082904072196
MIR,exRNA000559,hsa-miR-452-5p,MARD,248,1.1 (0.19),,,,,,,
MIR,exRNA000559,hsa-miR-452-5p,MOD,127,1.18 (0.25),,,,,,,
MIR,exRNA000559,hsa-miR-452-5p,SIRD,78,1.7 (0.32),,,,,,,
MIR,exRNA000561,hsa-miR-6721-5p,SIDD,220,-0.69 (0.15),0.8810410577032,0.901897273780314,1.0,0.996305390661614,1.0,1.0,0.924196213267729
MIR,exRNA000561,hsa-miR-6721-5p,MARD,248,-0.77 (0.14),,,,,,,
MIR,exRNA000561,hsa-miR-6721-5p,MOD,127,-0.83 (0.2),,,,,,,
MIR,exRNA000561,hsa-miR-6721-5p,SIRD,78,-0.55 (0.25),,,,,,,
MIR,exRNA000562,hsa-miR-5189-3p,SIDD,220,-0.55 (0.16),0.854916069203202,0.990705342783776,1.0,0.896434033018178,0.867298965169066,1.0,1.0
MIR,exRNA000562,hsa-miR-5189-3p,MARD,248,-0.34 (0.16),,,,,,,
MIR,exRNA000562,hsa-miR-5189-3p,MOD,127,-0.53 (0.2),,,,,,,
MIR,exRNA000562,hsa-miR-5189-3p,SIRD,78,-0.09 (0.28),,,,,,,
MIR,exRNA000565,hsa-miR-655-3p,SIDD,220,-0.15 (0.18),0.893457703630504,1.0,1.0,1.0,1.0,0.968059698324653,0.982351562847733
MIR,exRNA000565,hsa-miR-655-3p,MARD,248,-0.45 (0.16),,,,,,,
MIR,exRNA000565,hsa-miR-655-3p,MOD,127,-0.31 (0.23),,,,,,,
MIR,exRNA000565,hsa-miR-655-3p,SIRD,78,-0.08 (0.32),,,,,,,
MIR,exRNA000569,hsa-miR-493-3p,SIDD,220,0.51 (0.22),0.517571738799037,0.750451452240089,0.578158443784554,0.528763089237122,0.633095524642443,0.668346547220265,0.52765267055795
MIR,exRNA000569,hsa-miR-493-3p,MARD,248,0.11 (0.19),,,,,,,
MIR,exRNA000569,hsa-miR-493-3p,MOD,127,0.22 (0.29),,,,,,,
MIR,exRNA000569,hsa-miR-493-3p,SIRD,78,0.02 (0.36),,,,,,,
MIR,exRNA000587,hsa-miR-197-5p,SIDD,220,0.21 (0.17),0.822257534307497,0.780617584775155,0.720134599012601,0.957424446217244,0.858588749419047,1.0,0.742680812992631
MIR,exRNA000587,hsa-miR-197-5p,MARD,248,0.02 (0.16),,,,,,,
MIR,exRNA000587,hsa-miR-197-5p,MOD,127,0.02 (0.22),,,,,,,
MIR,exRNA000587,hsa-miR-197-5p,SIRD,78,0.34 (0.3),,,,,,,
MIR,exRNA000590,hsa-miR-374b-3p,SIDD,220,-0.29 (0.16),0.412994882792177,0.648025707987229,0.843789688711333,0.65375292475953,0.310682946925359,0.492774859420402,0.226451544641254
MIR,exRNA000590,hsa-miR-374b-3p,MARD,248,-0.29 (0.16),,,,,,,
MIR,exRNA000590,hsa-miR-374b-3p,MOD,127,-0.52 (0.21),,,,,,,
MIR,exRNA000590,hsa-miR-374b-3p,SIRD,78,-0.87 (0.24),,,,,,,
MIR,exRNA000599,hsa-miR-766-5p,SIDD,220,-0.28 (0.17),0.873332695916088,1.0,1.0,1.0,0.977123044259341,0.84111406237918,1.0
MIR,exRNA000599,hsa-miR-766-5p,MARD,248,-0.04 (0.18),,,,,,,
MIR,exRNA000599,hsa-miR-766-5p,MOD,127,-0.08 (0.24),,,,,,,
MIR,exRNA000599,hsa-miR-766-5p,SIRD,78,-0.14 (0.31),,,,,,,
MIR,exRNA000604,hsa-miR-1292-5p,SIDD,220,0.77 (0.2),0.625833760228884,0.87185748769313,0.66372025656255,0.502287567511432,0.861595220350154,0.447779888275329,0.537595074158144
MIR,exRNA000604,hsa-miR-1292-5p,MARD,248,0.53 (0.18),,,,,,,
MIR,exRNA000604,hsa-miR-1292-5p,MOD,127,0.47 (0.24),,,,,,,
MIR,exRNA000604,hsa-miR-1292-5p,SIRD,78,1.16 (0.33),,,,,,,
MIR,exRNA000606,hsa-miR-381-3p,SIDD,220,-0.04 (0.19),0.822257534307497,0.822806757010702,0.852965954653395,0.958943556057964,0.833528491690796,1.0,1.0
MIR,exRNA000606,hsa-miR-381-3p,MARD,248,-0.22 (0.17),,,,,,,
MIR,exRNA000606,hsa-miR-381-3p,MOD,127,-0.11 (0.24),,,,,,,
MIR,exRNA000606,hsa-miR-381-3p,SIRD,78,-0.28 (0.32),,,,,,,
MIR,exRNA000608,hsa-miR-148a-5p,SIDD,220,1.55 (0.2),0.846404068526306,1.0,1.0,0.893482764665034,1.0,0.715842990923296,0.792223957293348
MIR,exRNA000608,hsa-miR-148a-5p,MARD,248,1.48 (0.19),,,,,,,
MIR,exRNA000608,hsa-miR-148a-5p,MOD,127,1.56 (0.26),,,,,,,
MIR,exRNA000608,hsa-miR-148a-5p,SIRD,78,1.84 (0.33),,,,,,,
MIR,exRNA000610,hsa-miR-5187-5p,SIDD,220,-0.11 (0.17),0.61508617400317,0.854666934592111,0.542741748347237,0.693734716580563,0.863244610255983,0.714043142597968,0.605931599804612
MIR,exRNA000610,hsa-miR-5187-5p,MARD,248,-0.38 (0.16),,,,,,,
MIR,exRNA000610,hsa-miR-5187-5p,MOD,127,-0.32 (0.22),,,,,,,
MIR,exRNA000610,hsa-miR-5187-5p,SIRD,78,0.2 (0.31),,,,,,,
MIR,exRNA000614,hsa-miR-671-5p,SIDD,220,0.42 (0.19),0.844748246246861,0.912181563107616,1.0,0.933191888902437,0.776729659284116,0.740533190243232,1.0
MIR,exRNA000614,hsa-miR-671-5p,MARD,248,0.28 (0.18),,,,,,,
MIR,exRNA000614,hsa-miR-671-5p,MOD,127,0.21 (0.23),,,,,,,
MIR,exRNA000614,hsa-miR-671-5p,SIRD,78,0.02 (0.28),,,,,,,
MIR,exRNA000620,hsa-miR-4659b-3p,SIDD,220,0.69 (0.19),0.663875067520025,0.894950853252152,1.0,0.755534071440363,0.505101070340759,0.386022527866533,0.946959070150986
MIR,exRNA000620,hsa-miR-4659b-3p,MARD,248,0.34 (0.18),,,,,,,
MIR,exRNA000620,hsa-miR-4659b-3p,MOD,127,0.47 (0.23),,,,,,,
MIR,exRNA000620,hsa-miR-4659b-3p,SIRD,78,0.86 (0.31),,,,,,,
MIR,exRNA000622,hsa-miR-556-3p,SIDD,220,-0.22 (0.18),0.861238408926882,1.0,1.0,1.0,0.894815328579719,0.989705893577144,1.0
MIR,exRNA000622,hsa-miR-556-3p,MARD,248,-0.43 (0.16),,,,,,,
MIR,exRNA000622,hsa-miR-556-3p,MOD,127,-0.27 (0.24),,,,,,,
MIR,exRNA000622,hsa-miR-556-3p,SIRD,78,-0.31 (0.3),,,,,,,
MIR,exRNA000627,hsa-miR-616-5p,SIDD,220,-0.03 (0.17),0.885662742477003,0.985102177707132,0.941909270827235,0.811433243047668,1.0,0.99503899712218,1.0
MIR,exRNA000627,hsa-miR-616-5p,MARD,248,-0.01 (0.16),,,,,,,
MIR,exRNA000627,hsa-miR-616-5p,MOD,127,0.19 (0.24),,,,,,,
MIR,exRNA000627,hsa-miR-616-5p,SIRD,78,0.14 (0.3),,,,,,,
MIR,exRNA000641,hsa-miR-409-5p,SIDD,220,-0.29 (0.18),0.807721107368309,0.910400578315016,0.904164289610199,0.89523830774715,0.801975887969426,0.965143321717483,1.0
MIR,exRNA000641,hsa-miR-409-5p,MARD,248,-0.35 (0.16),,,,,,,
MIR,exRNA000641,hsa-miR-409-5p,MOD,127,-0.3 (0.23),,,,,,,
MIR,exRNA000641,hsa-miR-409-5p,SIRD,78,-0.7 (0.26),,,,,,,
MIR,exRNA000653,hsa-miR-301a-5p,SIDD,220,-0.17 (0.17),0.619716711622479,1.0,0.986975947066557,0.947754598925822,0.607052701124925,0.398268526095529,0.435266195701924
MIR,exRNA000653,hsa-miR-301a-5p,MARD,248,-0.06 (0.17),,,,,,,
MIR,exRNA000653,hsa-miR-301a-5p,MOD,127,-0.1 (0.23),,,,,,,
MIR,exRNA000653,hsa-miR-301a-5p,SIRD,78,-0.47 (0.27),,,,,,,
MIR,exRNA000655,hsa-miR-429,SIDD,220,-0.12 (0.17),0.990054242189124,0.957642875856451,1.0,1.0,1.0,1.0,1.0
MIR,exRNA000655,hsa-miR-429,MARD,248,-0.29 (0.15),,,,,,,
MIR,exRNA000655,hsa-miR-429,MOD,127,-0.2 (0.21),,,,,,,
MIR,exRNA000655,hsa-miR-429,SIRD,78,0.03 (0.31),,,,,,,
MIR,exRNA000663,hsa-miR-5010-3p,SIDD,220,-0.06 (0.17),0.893457703630504,1.0,1.0,1.0,0.9899966763053,1.0,0.961573561304296
MIR,exRNA000663,hsa-miR-5010-3p,MARD,248,0.05 (0.16),,,,,,,
MIR,exRNA000663,hsa-miR-5010-3p,MOD,127,0.4 (0.23),,,,,,,
MIR,exRNA000663,hsa-miR-5010-3p,SIRD,78,0.24 (0.32),,,,,,,
MIR,exRNA000673,hsa-miR-34a-5p,SIDD,220,0.17 (0.21),0.10338407106244,0.986762539886439,0.261805955905094,0.302831722176831,0.064576329831825,0.0784632423396716,0.0077272205260811
MIR,exRNA000673,hsa-miR-34a-5p,MARD,248,0.59 (0.19),,,,,,,
MIR,exRNA000673,hsa-miR-34a-5p,MOD,127,0.62 (0.27),,,,,,,
MIR,exRNA000673,hsa-miR-34a-5p,SIRD,78,1.61 (0.35),,,,,,,
MIR,exRNA000696,hsa-miR-6819-3p,SIDD,220,-0.18 (0.17),0.440136768416819,0.435715756361198,0.476006081649188,0.952574309252881,0.520542186489548,0.264165976775944,0.420139621012396
MIR,exRNA000696,hsa-miR-6819-3p,MARD,248,-0.41 (0.15),,,,,,,
MIR,exRNA000696,hsa-miR-6819-3p,MOD,127,-0.13 (0.22),,,,,,,
MIR,exRNA000696,hsa-miR-6819-3p,SIRD,78,-0.73 (0.24),,,,,,,
MIR,exRNA000719,hsa-miR-7110-3p,SIDD,220,-0.98 (0.14),0.926263664896633,1.0,1.0,1.0,0.925206207515123,1.0,1.0
MIR,exRNA000719,hsa-miR-7110-3p,MARD,248,-1 (0.12),,,,,,,
MIR,exRNA000719,hsa-miR-7110-3p,MOD,127,-0.97 (0.18),,,,,,,
MIR,exRNA000719,hsa-miR-7110-3p,SIRD,78,-0.99 (0.22),,,,,,,
MIR,exRNA000760,hsa-miR-205-5p,SIDD,220,1.66 (0.21),0.821303028947461,1.0,1.0,1.0,0.971285783754554,0.741557816775994,0.830046168659053
MIR,exRNA000760,hsa-miR-205-5p,MARD,248,1.97 (0.19),,,,,,,
MIR,exRNA000760,hsa-miR-205-5p,MOD,127,2.12 (0.27),,,,,,,
MIR,exRNA000760,hsa-miR-205-5p,SIRD,78,1.84 (0.35),,,,,,,
MIR,exRNA000822,hsa-miR-122-3p,SIDD,220,1.8 (0.21),0.451953129371143,0.375611032570079,0.810214844182733,0.413556369449748,0.350197646655576,0.573847270887367,0.269669698466409
MIR,exRNA000822,hsa-miR-122-3p,MARD,248,1.74 (0.21),,,,,,,
MIR,exRNA000822,hsa-miR-122-3p,MOD,127,2.39 (0.31),,,,,,,
MIR,exRNA000822,hsa-miR-122-3p,SIRD,78,2.59 (0.36),,,,,,,
MIR,exRNA000841,hsa-miR-148b-5p,SIDD,220,-0.27 (0.16),0.445687741764667,0.273954033970603,0.868654360013856,0.447662763431431,0.33084699753707,0.97159830424321,0.8290317864665
MIR,exRNA000841,hsa-miR-148b-5p,MARD,248,-0.23 (0.16),,,,,,,
MIR,exRNA000841,hsa-miR-148b-5p,MOD,127,-0.62 (0.19),,,,,,,
MIR,exRNA000841,hsa-miR-148b-5p,SIRD,78,-0.75 (0.25),,,,,,,
MIR,exRNA000941,hsa-miR-501-5p,SIDD,220,-0.35 (0.16),0.878377639652208,1.0,1.0,0.814120522808996,1.0,1.0,0.879111914406667
MIR,exRNA000941,hsa-miR-501-5p,MARD,248,-0.21 (0.16),,,,,,,
MIR,exRNA000941,hsa-miR-501-5p,MOD,127,-0.34 (0.21),,,,,,,
MIR,exRNA000941,hsa-miR-501-5p,SIRD,78,-0.53 (0.26),,,,,,,
MIR,exRNA000302,hsa-miR-1246,SIDD,220,1.64 (0.19),0.327144348728604,0.803276815545355,0.367175708040901,0.410496929686184,0.114285842501935,0.0635403399539426,0.223564055743032
MIR,exRNA000302,hsa-miR-1246,MARD,248,1.4 (0.17),,,,,,,
MIR,exRNA000302,hsa-miR-1246,MOD,127,1.39 (0.23),,,,,,,
MIR,exRNA000302,hsa-miR-1246,SIRD,78,2.22 (0.3),,,,,,,
MIR,exRNA000420,hsa-miR-3688-3p,SIDD,220,1.56 (0.2),0.64230990740314,0.352777470798046,0.927275482930493,0.646829324207778,0.697860952723969,0.980775247349538,0.815712646206107
MIR,exRNA000420,hsa-miR-3688-3p,MARD,248,1.63 (0.19),,,,,,,
MIR,exRNA000420,hsa-miR-3688-3p,MOD,127,1.2 (0.25),,,,,,,
MIR,exRNA000420,hsa-miR-3688-3p,SIRD,78,1.45 (0.32),,,,,,,
MIR,exRNA000474,hsa-miR-548ad-5p|hsa-miR-548ae-5p,SIDD,220,1.08 (0.19),0.440136768416819,0.20601531322271,0.897698594050286,0.35515764063536,0.242043731772947,0.942524796717447,0.634265076720516
MIR,exRNA000474,hsa-miR-548ad-5p|hsa-miR-548ae-5p,MARD,248,1.01 (0.18),,,,,,,
MIR,exRNA000474,hsa-miR-548ad-5p|hsa-miR-548ae-5p,MOD,127,0.66 (0.25),,,,,,,
MIR,exRNA000474,hsa-miR-548ad-5p|hsa-miR-548ae-5p,SIRD,78,0.59 (0.3),,,,,,,
PRT,A1BG,A1BG,SIDD,242,23.58 (0.02),0.644819994961197,0.391542227668065,0.828972607527803,0.575392183050846,0.57167511763656,0.888674048069282,0.621398897795729
PRT,A1BG,A1BG,MARD,268,23.57 (0.02),,,,,,,
PRT,A1BG,A1BG,MOD,139,23.54 (0.02),,,,,,,
PRT,A1BG,A1BG,SIRD,80,23.53 (0.03),,,,,,,
PRT,A2M,A2M,SIDD,242,25.52 (0.03),0.0076416336729111,0.0014853258563914,0.108797853680459,0.0556024526539644,0.117673175250296,0.000251813015933,0.0124036644583332
PRT,A2M,A2M,MARD,268,25.56 (0.03),,,,,,,
PRT,A2M,A2M,MOD,139,25.4 (0.04),,,,,,,
PRT,A2M,A2M,SIRD,80,25.66 (0.05),,,,,,,
PRT,A2ML1,A2ML1,SIDD,164,17.37 (0.09),0.872466095099641,0.817968676496393,0.841806042019346,0.929845728692623,0.867794025683944,0.920251031294976,1.0
PRT,A2ML1,A2ML1,MARD,186,17.37 (0.1),,,,,,,
PRT,A2ML1,A2ML1,MOD,99,17.39 (0.1),,,,,,,
PRT,A2ML1,A2ML1,SIRD,60,17.54 (0.13),,,,,,,
PRT,ABI3BP,ABI3BP,SIDD,236,16.26 (0.06),0.993244799644825,1.0,1.0,1.0,0.987992775057101,1.0,1.0
PRT,ABI3BP,ABI3BP,MARD,262,16.29 (0.05),,,,,,,
PRT,ABI3BP,ABI3BP,MOD,136,16.33 (0.07),,,,,,,
PRT,ABI3BP,ABI3BP,SIRD,79,16.28 (0.09),,,,,,,
PRT,ACAA2,ACAA2,SIDD,203,18.44 (0.1),0.816996032854517,1.0,0.951156623346349,0.493968459519371,0.616154200095587,0.938540155463593,0.786205133576585
PRT,ACAA2,ACAA2,MARD,227,18.38 (0.1),,,,,,,
PRT,ACAA2,ACAA2,MOD,123,18.53 (0.15),,,,,,,
PRT,ACAA2,ACAA2,SIRD,70,18.33 (0.16),,,,,,,
PRT,ACACA,ACACA,SIDD,242,14.2 (0.04),0.683120799498985,0.495237005740891,0.914157338451278,0.593035901918989,0.737797831857114,0.759702182293249,0.855649011820693
PRT,ACACA,ACACA,MARD,268,14.21 (0.05),,,,,,,
PRT,ACACA,ACACA,MOD,139,14.23 (0.06),,,,,,,
PRT,ACACA,ACACA,SIRD,80,14.14 (0.04),,,,,,,
PRT,ACACB,ACACB,SIDD,242,14.11 (0.03),0.569628214022895,0.326478115535232,0.400207052592213,0.781609260844272,0.373793400869483,0.8121799270191,0.942883098505573
PRT,ACACB,ACACB,MARD,268,14.04 (0.02),,,,,,,
PRT,ACACB,ACACB,MOD,138,14.11 (0.03),,,,,,,
PRT,ACACB,ACACB,SIRD,80,14.07 (0.04),,,,,,,
PRT,ACE,ACE,SIDD,242,14.42 (0.08),0.757391181103505,0.991142988980653,0.638693218751477,1.0,0.828098412147732,0.92418582356058,0.960431076598106
PRT,ACE,ACE,MARD,268,14.49 (0.08),,,,,,,
PRT,ACE,ACE,MOD,139,14.3 (0.11),,,,,,,
PRT,ACE,ACE,SIRD,80,14.44 (0.12),,,,,,,
PRT,ACE2,ACE2,SIDD,236,18.02 (0.05),0.697761215396284,0.770615578002505,0.473189847376191,0.757264297998048,0.921552149204124,0.993076693147261,0.755315179248745
PRT,ACE2,ACE2,MARD,262,17.86 (0.06),,,,,,,
PRT,ACE2,ACE2,MOD,138,18.04 (0.07),,,,,,,
PRT,ACE2,ACE2,SIRD,80,17.92 (0.1),,,,,,,
PRT,ACTA1,ACTA1,SIDD,242,19.74 (0.06),0.422399071788078,0.200486312918412,0.229140144695856,0.443215065363918,0.616599871449577,0.124404184579715,0.278940542829803
PRT,ACTA1,ACTA1,MARD,268,19.69 (0.06),,,,,,,
PRT,ACTA1,ACTA1,MOD,139,19.91 (0.09),,,,,,,
PRT,ACTA1,ACTA1,SIRD,80,19.7 (0.13),,,,,,,
PRT,ACTA2,ACTA2,SIDD,242,19.7 (0.06),0.447157249094564,0.2094850345986,0.331385685408677,0.35149375836872,0.571687459140036,0.111334258764541,0.322797576710584
PRT,ACTA2,ACTA2,MARD,268,19.66 (0.06),,,,,,,
PRT,ACTA2,ACTA2,MOD,139,19.86 (0.09),,,,,,,
PRT,ACTA2,ACTA2,SIRD,80,19.66 (0.12),,,,,,,
PRT,ACTB,ACTB,SIDD,242,18.71 (0.05),0.795322264006723,0.699500518046232,0.767905918942026,0.744681780577119,0.860746933787106,0.864174509450228,0.783508401249155
PRT,ACTB,ACTB,MARD,268,18.71 (0.05),,,,,,,
PRT,ACTB,ACTB,MOD,139,18.82 (0.08),,,,,,,
PRT,ACTB,ACTB,SIRD,80,18.85 (0.1),,,,,,,
PRT,ACTBL2,ACTBL2,SIDD,242,17.7 (0.06),0.827389697686453,0.952086022090835,0.791069383888892,1.0,0.98747863475198,0.731398304298787,0.918487275843449
PRT,ACTBL2,ACTBL2,MARD,268,17.74 (0.07),,,,,,,
PRT,ACTBL2,ACTBL2,MOD,139,17.88 (0.11),,,,,,,
PRT,ACTBL2,ACTBL2,SIRD,80,17.81 (0.14),,,,,,,
PRT,ACTC1,ACTC1,SIDD,242,19.71 (0.06),0.447157249094564,0.124247869772249,0.340272976341209,0.383123864737255,0.515053744226431,0.209181901788828,0.280925870826411
PRT,ACTC1,ACTC1,MARD,268,19.67 (0.06),,,,,,,
PRT,ACTC1,ACTC1,MOD,139,19.88 (0.09),,,,,,,
PRT,ACTC1,ACTC1,SIRD,80,19.67 (0.12),,,,,,,
PRT,ACTG1,ACTG1,SIDD,242,18.71 (0.05),0.797265027473296,0.701012649582414,0.765402000744808,0.747748051643292,0.871195264102695,0.869487242229033,0.794081214073345
PRT,ACTG1,ACTG1,MARD,268,18.71 (0.05),,,,,,,
PRT,ACTG1,ACTG1,MOD,139,18.82 (0.08),,,,,,,
PRT,ACTG1,ACTG1,SIRD,80,18.85 (0.1),,,,,,,
PRT,ACTG2,ACTG2,SIDD,242,19.58 (0.06),0.569628214022895,0.297864307895898,0.633541111518693,0.321778927086283,0.703255022522841,0.21185576791371,0.626668783629751
PRT,ACTG2,ACTG2,MARD,268,19.59 (0.06),,,,,,,
PRT,ACTG2,ACTG2,MOD,139,19.77 (0.09),,,,,,,
PRT,ACTG2,ACTG2,SIRD,80,19.6 (0.12),,,,,,,
PRT,ACTN1,ACTN1,SIDD,237,16.16 (0.12),0.782478694308072,0.681977528275759,0.648342650949035,0.72506159924172,0.89104775918078,0.786331157225475,0.877503554406545
PRT,ACTN1,ACTN1,MARD,262,16.22 (0.11),,,,,,,
PRT,ACTN1,ACTN1,MOD,134,16.36 (0.15),,,,,,,
PRT,ACTN1,ACTN1,SIRD,79,16.58 (0.2),,,,,,,
PRT,ACTN4,ACTN4,SIDD,236,16.1 (0.11),0.760780566716513,0.500404737458612,1.0,0.830863504138876,0.858744297273746,0.708382682304702,0.939391398341944
PRT,ACTN4,ACTN4,MARD,256,16.05 (0.12),,,,,,,
PRT,ACTN4,ACTN4,MOD,135,16.27 (0.16),,,,,,,
PRT,ACTN4,ACTN4,SIRD,76,16.16 (0.19),,,,,,,
PRT,ACTR1B,ACTR1B,SIDD,235,20.98 (0.07),0.467467030174718,0.624975049321582,0.641616260606957,0.981385064623996,0.0821800191386936,0.159930173148564,0.174704129017389
PRT,ACTR1B,ACTR1B,MARD,262,20.99 (0.08),,,,,,,
PRT,ACTR1B,ACTR1B,MOD,131,21.01 (0.1),,,,,,,
PRT,ACTR1B,ACTR1B,SIRD,76,20.67 (0.16),,,,,,,
PRT,ADAMTS13,ADAMTS13,SIDD,235,15.84 (0.07),0.683120799498985,0.56846787063886,0.738576700687095,0.654198709648066,0.441638999519972,0.650708743884303,0.583111458327809
PRT,ADAMTS13,ADAMTS13,MARD,266,15.86 (0.06),,,,,,,
PRT,ADAMTS13,ADAMTS13,MOD,139,15.88 (0.07),,,,,,,
PRT,ADAMTS13,ADAMTS13,SIRD,80,15.98 (0.1),,,,,,,
PRT,ADARB1,ADARB1,SIDD,187,14.5 (0.08),0.982789335610516,0.927640939999016,1.0,1.0,1.0,1.0,1.0
PRT,ADARB1,ADARB1,MARD,225,14.43 (0.07),,,,,,,
PRT,ADARB1,ADARB1,MOD,113,14.43 (0.09),,,,,,,
PRT,ADARB1,ADARB1,SIRD,57,14.53 (0.12),,,,,,,
PRT,ADGRB3,ADGRB3,SIDD,201,14.5 (0.04),0.958593283838903,1.0,1.0,1.0,0.877754142914563,1.0,1.0
PRT,ADGRB3,ADGRB3,MARD,220,14.45 (0.05),,,,,,,
PRT,ADGRB3,ADGRB3,MOD,112,14.48 (0.06),,,,,,,
PRT,ADGRB3,ADGRB3,SIRD,58,14.43 (0.09),,,,,,,
PRT,ADH1A,ADH1A,SIDD,169,17.94 (0.16),0.631121831683967,0.436175637880466,0.609468382756216,0.666059054471403,0.42007104840976,0.583700932023497,0.479113682143593
PRT,ADH1A,ADH1A,MARD,194,17.9 (0.14),,,,,,,
PRT,ADH1A,ADH1A,MOD,107,18.23 (0.16),,,,,,,
PRT,ADH1A,ADH1A,SIRD,67,18.23 (0.21),,,,,,,
